anime_id,title,title_japanese,image_url,type,source,episodes,status,aired_string,duration,rating,score,scored_by,rank,popularity,studio,genre
238,Rekka no Honoo,烈火の炎,https://myanimelist.cdn-dena.com/images/anime/6/22466.jpg,TV,Manga,42,Finished Airing,"Jul 19, 1997 to Jul 10, 1998",23 min. per ep.,PG-13 - Teens 13 or older,7.42,18254,1948.0,1730,Studio Pierrot,"Action, Adventure, Martial Arts, Shounen, Super Power"
27989,Hibike! Euphonium,響け！ユーフォニアム,https://myanimelist.cdn-dena.com/images/anime/6/72445.jpg,TV,Novel,13,Finished Airing,"Apr 8, 2015 to Jul 1, 2015",23 min. per ep.,PG-13 - Teens 13 or older,8.02,94024,530.0,367,Kyoto Animation,"Music, School, Drama"
36838,Gintama.: Shirogane no Tamashii-hen,銀魂. 銀ノ魂篇,https://myanimelist.cdn-dena.com/images/anime/12/89603.jpg,TV,Manga,12,Finished Airing,"Jan 8, 2018 to Mar 26, 2018",24 min. per ep.,PG-13 - Teens 13 or older,8.85,14981,25.0,1724,Bandai Namco Pictures,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
1200,Gun-dou Musashi,GUN道 MUSASHI,https://myanimelist.cdn-dena.com/images/anime/3/28268.jpg,TV,Original,26,Finished Airing,"Apr 9, 2006 to Oct 8, 2006",24 min. per ep.,PG-13 - Teens 13 or older,6.06,476,7203.0,4956,ACC Production,"Adventure, Samurai, Fantasy"
24031,Denki-gai no Honya-san,デンキ街の本屋さん,https://myanimelist.cdn-dena.com/images/anime/2/65339.jpg,TV,Manga,12,Finished Airing,"Oct 2, 2014 to Dec 18, 2014",23 min. per ep.,PG-13 - Teens 13 or older,7.27,34590,2517.0,1035,Shin-Ei Animation,"Comedy, Seinen, Slice of Life"
3975,Uchi no 3 Shimai,うちの3姉妹,https://myanimelist.cdn-dena.com/images/anime/3/7166.jpg,TV,Other,141,Finished Airing,"Apr 8, 2008 to Dec 28, 2010",23 min. per ep.,G - All Ages,6.66,38,12542.0,10281,"Toei Animation, Daewon Media","Comedy, Slice of Life"
10935,Hourou Musuko Specials,放浪息子,https://myanimelist.cdn-dena.com/images/anime/7/30177.jpg,Special,Manga,2,Finished Airing,"Aug 24, 2011 to Sep 21, 2011",23 min. per ep.,PG-13 - Teens 13 or older,7.7,2401,1107.0,4512,AIC Classic,"Drama, School"
22273,Selector Infected WIXOSS,selector infected WIXOSS,https://myanimelist.cdn-dena.com/images/anime/13/70147.jpg,TV,Card game,12,Finished Airing,"Apr 4, 2014 to Jun 20, 2014",24 min. per ep.,R - 17+ (violence & profanity),7.36,44138,2208.0,856,J.C.Staff,"Game, Psychological"
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,ゴクジョッ。~極楽院女子高寮物語~,https://myanimelist.cdn-dena.com/images/anime/11/35659.jpg,TV,Manga,12,Finished Airing,"Jan 24, 2012 to Mar 27, 2012",6 min. per ep.,R+ - Mild Nudity,6.28,8677,6469.0,2624,LMD,"Comedy, Ecchi, School, Seinen, Shoujo Ai"
10250,Ultra B,ウルトラ B,https://myanimelist.cdn-dena.com/images/anime/2/28227.jpg,TV,Manga,119,Finished Airing,"Apr 5, 1987 to Mar 27, 1989",10 min. per ep.,G - All Ages,6.05,50,7250.0,11377,Shin-Ei Animation,"Comedy, Super Power"
15771,Saint☆Oniisan (Movie),聖☆おにいさん,https://myanimelist.cdn-dena.com/images/anime/7/48723.jpg,Movie,Manga,1,Finished Airing,"May 10, 2013",1 hr. 29 min.,PG-13 - Teens 13 or older,7.94,20831,634.0,1690,A-1 Pictures,"Comedy, Seinen, Slice of Life"
8986,Supernatural The Animation,スーパーナチュラル・ザ・アニメーション,https://myanimelist.cdn-dena.com/images/anime/8/37135.jpg,OVA,Other,22,Finished Airing,"Feb 23, 2011 to Apr 27, 2011",24 min. per ep.,R - 17+ (violence & profanity),7.12,6103,3141.0,2509,Madhouse,"Action, Demons, Horror, Supernatural"
3675,Andromeda Stories,アンドロメダ・ストーリーズ,https://myanimelist.cdn-dena.com/images/anime/8/75156.jpg,Special,Manga,1,Finished Airing,"Aug 22, 1982",1 hr. 25 min.,PG-13 - Teens 13 or older,5.97,318,7401.0,8226,Toei Animation,"Action, Drama, Fantasy, Sci-Fi, Space"
33337,ACCA: 13-ku Kansatsu-ka,ACCA 13区監察課,https://myanimelist.cdn-dena.com/images/anime/3/83776.jpg,TV,Manga,12,Finished Airing,"Jan 10, 2017 to Mar 28, 2017",24 min. per ep.,R - 17+ (violence & profanity),7.73,32925,1027.0,1064,Madhouse,"Mystery, Police, Drama, Fantasy, Seinen"
34350,Alice to Zouroku,アリスと蔵六,https://myanimelist.cdn-dena.com/images/anime/2/84598.jpg,TV,Manga,12,Finished Airing,"Apr 2, 2017 to Jun 25, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.2,27215,2797.0,1135,J.C.Staff,"Adventure, Mystery, Seinen"
36982,Micchiri Neko,みっちりねこ,https://myanimelist.cdn-dena.com/images/anime/7/89947.jpg,TV,Web manga,13,Finished Airing,"Jan 4, 2018 to Mar 26, 2018",3 min. per ep.,G - All Ages,6.84,1228,4154.0,5286,helo.inc,"Comedy, Kids"
534,Slayers,スレイヤーズ,https://myanimelist.cdn-dena.com/images/anime/6/19870.jpg,TV,Light novel,26,Finished Airing,"Apr 7, 1995 to Sep 29, 1995",22 min. per ep.,PG-13 - Teens 13 or older,7.85,42588,804.0,949,E&amp;G Films,"Adventure, Comedy, Demons, Magic, Fantasy"
32032,Seikaisuru Kado,正解するカド,https://myanimelist.cdn-dena.com/images/anime/3/85255.jpg,TV,Original,12,Finished Airing,"Apr 7, 2017 to Jun 30, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.01,25496,3541.0,1133,Toei Animation,Sci-Fi
30694,Dragon Ball Super,ドラゴンボール超（スーパー）,https://myanimelist.cdn-dena.com/images/anime/7/74606.jpg,TV,Manga,131,Finished Airing,"Jul 5, 2015 to Mar 25, 2018",23 min. per ep.,PG-13 - Teens 13 or older,7.78,102780,922.0,278,Toei Animation,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
14355,Yama no Susume,ヤマノススメ,https://myanimelist.cdn-dena.com/images/anime/7/75525.jpg,TV,Manga,12,Finished Airing,"Jan 3, 2013 to Mar 21, 2013",3 min. per ep.,G - All Ages,6.82,14762,4256.0,1842,8bit,"Adventure, Slice of Life, Comedy"
11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,黒獣 [クロイヌ] ～気高き聖女は白濁に染まる～,https://myanimelist.cdn-dena.com/images/anime/7/33059.jpg,OVA,Visual novel,4,Finished Airing,"Jan 27, 2012 to Jan 31, 2014",30 min. per ep.,Rx - Hentai,7.56,6748,,3031,Majin,"Action, Fantasy, Hentai"
35240,Princess Principal,プリンセス・プリンシパル,https://myanimelist.cdn-dena.com/images/anime/7/86768.jpg,TV,Original,12,Finished Airing,"Jul 9, 2017 to Sep 24, 2017",25 min. per ep.,R - 17+ (violence & profanity),7.71,33779,1085.0,922,"Actas, Studio 3Hz","Action, Mystery, Historical"
10197,Nyanpire The Animation,にゃんぱいあ The Animation,https://myanimelist.cdn-dena.com/images/anime/11/46147.jpg,TV,Manga,12,Finished Airing,"Jul 6, 2011 to Sep 21, 2011",4 min. per ep.,G - All Ages,6.78,11034,4413.0,2572,Gonzo,"Comedy, Supernatural, Vampire"
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,キラ☆キラ 5th Anniversary Live Anime KICK START GENERATION,https://myanimelist.cdn-dena.com/images/anime/13/41237.jpg,OVA,Visual novel,1,Finished Airing,"Mar 27, 2013",26 min.,G - All Ages,6.57,579,5335.0,7323,Silver Link.,Music
1587,Tenpou Ibun: Ayakashi Ayashi,天保異聞 妖奇士,https://myanimelist.cdn-dena.com/images/anime/11/4452.jpg,TV,Original,25,Finished Airing,"Oct 7, 2006 to Mar 31, 2007",20 min. per ep.,R - 17+ (violence & profanity),7.0,3288,3582.0,3394,Bones,"Supernatural, Demons, Historical"
10588,Persona 4 the Animation,ペルソナ4アニメーション,https://myanimelist.cdn-dena.com/images/anime/4/29107.jpg,TV,Game,25,Finished Airing,"Oct 7, 2011 to Mar 30, 2012",25 min. per ep.,PG-13 - Teens 13 or older,7.63,76059,1278.0,479,AIC A.S.T.A.,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
6922,Fate/stay night Movie: Unlimited Blade Works,劇場版 Fate/stay night: UNLIMITED BLADE WORKS,https://myanimelist.cdn-dena.com/images/anime/9/80350.jpg,Movie,Visual novel,1,Finished Airing,"Jan 23, 2010",1 hr. 40 min.,PG-13 - Teens 13 or older,7.53,77292,1549.0,609,Studio Deen,"Action, Fantasy, Magic, Supernatural"
15211,Nazotoki-hime wa Meitantei♥,ナゾトキ姫は名探偵♥,https://myanimelist.cdn-dena.com/images/anime/10/42143.jpg,OVA,Manga,6,Finished Airing,"Aug 3, 2012 to Dec 27, 2013",12 min. per ep.,G - All Ages,5.43,14,11419.0,10531,SynergySP,"Mystery, Shoujo"
6702,Fairy Tail,フェアリーテイル,https://myanimelist.cdn-dena.com/images/anime/5/18179.jpg,TV,Manga,175,Finished Airing,"Oct 12, 2009 to Mar 30, 2013",24 min. per ep.,PG-13 - Teens 13 or older,8.08,423745,452.0,19,"Satelight, A-1 Pictures","Action, Adventure, Comedy, Magic, Fantasy, Shounen"
34975,Marvel Future Avengers,マーベル フューチャー・アベンジャーズ,https://myanimelist.cdn-dena.com/images/anime/12/85994.jpg,TV,Other,26,Finished Airing,"Jul 22, 2017 to Jan 20, 2018",22 min. per ep.,PG - Children,5.09,34,11187.0,7208,Madhouse,"Action, Super Power, Kids"
19841,Super Seisyun Brothers,Super Seisyun Brothers -超青春姉弟s-,https://myanimelist.cdn-dena.com/images/anime/2/53807.jpg,TV,Web manga,14,Finished Airing,"Sep 14, 2013 to Dec 14, 2013",4 min. per ep.,PG-13 - Teens 13 or older,6.93,10578,3827.0,2514,AIC Plus+,"Comedy, Josei, Slice of Life"
24641,Baku Ane: Otouto Shibocchau zo! The Animation,ばくあね 弟しぼっちゃうぞ! THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/4/63429.jpg,OVA,Visual novel,1,Finished Airing,"Aug 29, 2014",33 min.,Rx - Hentai,7.5,6175,,3193,Seven,Hentai
24021,Sei Shoujo The Animation,聖娼女 THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/9/63419.jpg,OVA,Visual novel,1,Finished Airing,"Jul 25, 2014",30 min.,Rx - Hentai,6.85,1016,,5915,Office Takeout,Hentai
5199,Seto no Hanayome Fan Disc,瀬戸の花嫁,https://myanimelist.cdn-dena.com/images/anime/13/22428.jpg,Special,Manga,2,Finished Airing,"Sep, 2008",6 min. per ep.,PG-13 - Teens 13 or older,7.18,1708,2904.0,4616,Gonzo,"Comedy, Parody, School"
22225,Momo Kyun Sword,モモキュンソード,https://myanimelist.cdn-dena.com/images/anime/2/64445.jpg,TV,Light novel,12,Finished Airing,"Jul 9, 2014 to Sep 24, 2014",24 min. per ep.,R+ - Mild Nudity,5.66,6457,8089.0,2460,"Project No.9, Tri-Slash","Comedy, Ecchi, Fantasy"
33274,Onara Gorou,おなら吾郎,https://myanimelist.cdn-dena.com/images/anime/2/79963.jpg,TV,Original,13,Finished Airing,"Jul 3, 2016 to Sep 24, 2016",3 min. per ep.,PG - Children,5.62,2571,8161.0,4141,ILCA,Comedy
146,Kono Minikuku mo Utsukushii Sekai,この醜くも美しい世界,https://myanimelist.cdn-dena.com/images/anime/10/21035.jpg,TV,Original,12,Finished Airing,"Apr 2, 2004 to Jun 18, 2004",24 min. per ep.,R+ - Mild Nudity,6.87,23159,4042.0,1601,"Gainax, Shaft","Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi"
21267,Go! Go! 575,ゴ～！ゴ～！ご～しちご～,https://myanimelist.cdn-dena.com/images/anime/12/75228.jpg,TV,Game,4,Finished Airing,"Jan 10, 2014 to Jan 31, 2014",3 min. per ep.,PG-13 - Teens 13 or older,5.72,4795,7947.0,3880,"C2C, Lay-duce",Slice of Life
221,Mezzo Forte,メゾフォルテ,https://myanimelist.cdn-dena.com/images/anime/6/37391.jpg,OVA,Original,2,Finished Airing,"May 25, 2000 to Jun 25, 2001",30 min. per ep.,Rx - Hentai,6.72,9503,,2820,Arms,"Action, Comedy, Hentai, Sci-Fi"
1483,Master Keaton,マスターキートン,https://myanimelist.cdn-dena.com/images/anime/10/2817.jpg,TV,Manga,24,Finished Airing,"Oct 6, 1998 to Mar 29, 1999",23 min. per ep.,R - 17+ (violence & profanity),7.7,2684,1111.0,3338,Madhouse,"Adventure, Mystery"
32518,Shoujo kara Shoujo e...,少女から娼女へ...,https://myanimelist.cdn-dena.com/images/anime/11/78059.jpg,OVA,Manga,2,Finished Airing,"Feb 12, 2016 to Mar 11, 2016",16 min. per ep.,Rx - Hentai,7.04,1091,,5651,BreakBottle,Hentai
1640,Angel&#039;s Feather,エンジェルズフェザー Angel&#039;s Feather,https://myanimelist.cdn-dena.com/images/anime/1/1640.jpg,OVA,Visual novel,2,Finished Airing,"Apr 28, 2006 to May 26, 2006",30 min. per ep.,PG-13 - Teens 13 or older,5.58,8348,8228.0,2980,Venet,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai"
35314,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",武装少女マキャヴェリズム ドキッ！「五剣だらけ」の慰安旅行,https://myanimelist.cdn-dena.com/images/anime/6/89687.jpg,OVA,Manga,1,Finished Airing,"Nov 25, 2017",23 min.,PG-13 - Teens 13 or older,6.9,4685,3901.0,2973,Silver Link.,"Action, School, Shounen"
7082,Shugo Chara! Party!,しゅごキャラ！パーティー！,https://myanimelist.cdn-dena.com/images/anime/6/17170.jpg,TV,Manga,25,Finished Airing,"Oct 3, 2009 to Mar 27, 2010",21 min. per ep.,PG - Children,6.71,23040,4731.0,1561,Satelight,"Comedy, Magic, School, Shoujo"
35952,Devilman Memorial,デビルマン メモリアル,https://myanimelist.cdn-dena.com/images/anime/10/86910.jpg,OVA,Manga,1,Finished Airing,1999,59 min.,R - 17+ (violence & profanity),5.97,92,7412.0,9179,Toei Animation,"Action, Horror, Demons, Supernatural"
10521,Working&#039;!!,ワーキング’！！,https://myanimelist.cdn-dena.com/images/anime/3/75263.jpg,TV,4-koma manga,13,Finished Airing,"Oct 1, 2011 to Dec 24, 2011",24 min. per ep.,PG-13 - Teens 13 or older,7.96,93040,609.0,516,A-1 Pictures,"Slice of Life, Comedy, Romance"
3335,Haikara-san ga Tooru,はいからさんが通る,https://myanimelist.cdn-dena.com/images/anime/2/22741.jpg,TV,Manga,42,Finished Airing,"Jun 3, 1978 to Mar 31, 1979",24 min. per ep.,PG-13 - Teens 13 or older,7.37,318,2149.0,6820,Nippon Animation,"Slice of Life, Romance, Historical, Drama, Shoujo"
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,滝隠れの死闘　オレが英雄だってばよ!,https://myanimelist.cdn-dena.com/images/anime/11/20921.jpg,Special,Manga,1,Finished Airing,"Dec 20, 2003",40 min.,PG-13 - Teens 13 or older,6.84,35543,4157.0,1360,Studio Pierrot,"Action, Adventure, Comedy, Shounen, Super Power"
2520,Dragon Ball Specials,ドラゴンボール,https://myanimelist.cdn-dena.com/images/anime/13/24380.jpg,Special,Manga,2,Finished Airing,"Jun 8, 1988",12 min. per ep.,PG - Children,6.91,9271,3870.0,2783,Toei Animation,"Fantasy, Comedy, Super Power, Shounen"
4130,Petit Eva: Evangelion@School,ぷちえう゛ぁ,https://myanimelist.cdn-dena.com/images/anime/10/7593.jpg,ONA,Original,24,Finished Airing,"Mar 20, 2007 to Mar 11, 2009",3 min. per ep.,G - All Ages,5.91,7131,7550.0,2833,"Xebec, Kanaban Graphics","Comedy, Parody, School"
27727,Binan Koukou Chikyuu Boueibu LOVE!,美男高校地球防衛部LOVE!,https://myanimelist.cdn-dena.com/images/anime/10/68451.jpg,TV,Original,12,Finished Airing,"Jan 7, 2015 to Mar 25, 2015",24 min. per ep.,PG-13 - Teens 13 or older,7.05,20905,3358.0,1415,Diomedea,"Slice of Life, Comedy, Parody, Magic, School"
2617,Ghiblies,ギブリーズ,https://myanimelist.cdn-dena.com/images/anime/6/75924.jpg,Special,Original,2,Finished Airing,"Apr 8, 2000 to Jul 19, 2002",18 min. per ep.,PG - Children,6.57,1696,5325.0,5184,Studio Ghibli,Comedy
33094,WWW.Working!!,WWW.WORKING!!,https://myanimelist.cdn-dena.com/images/anime/11/82287.jpg,TV,Web manga,13,Finished Airing,"Oct 1, 2016 to Dec 24, 2016",23 min. per ep.,PG-13 - Teens 13 or older,7.55,39360,1514.0,1020,A-1 Pictures,"Slice of Life, Comedy"
209,R.O.D the TV,アール・オー・ディー ザ・ティーヴィー,https://myanimelist.cdn-dena.com/images/anime/3/73350.jpg,TV,Light novel,26,Finished Airing,"Sep 1, 2003 to Mar 16, 2004",25 min. per ep.,PG-13 - Teens 13 or older,7.61,22411,1339.0,1471,J.C.Staff,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power"
33358,Mahou no Star Magical Emi: Finale! Finale!,魔法のスター マジカルエミ フィナーレ! フィナーレ!,https://myanimelist.cdn-dena.com/images/anime/5/80148.jpg,OVA,Original,1,Finished Airing,"May 25, 1986",17 min.,G - All Ages,6.06,31,11126.0,11339,Studio Pierrot,"Comedy, Magic, Shoujo"
30721,Hacka Doll The Animation,ハッカドール THE・あにめーしょん,https://myanimelist.cdn-dena.com/images/anime/6/75751.jpg,TV,Other,13,Finished Airing,"Oct 2, 2015 to Dec 25, 2015",7 min. per ep.,PG-13 - Teens 13 or older,6.51,10489,5553.0,2200,Creators in Pack,"Comedy, Sci-Fi"
28369,Dr. Slump: Arale-chan Specials,Dr.スランプアラレちゃんスペシャル,https://myanimelist.cdn-dena.com/images/anime/13/68505.jpg,Special,Manga,2,Finished Airing,"Oct 7, 1981",24 min. per ep.,PG-13 - Teens 13 or older,6.36,84,6153.0,9968,Toei Animation,"Sci-Fi, Comedy, Shounen"
9509,Yami no Purple Eye,闇のパープル・アイ,https://myanimelist.cdn-dena.com/images/anime/8/26389.jpg,Music,Manga,1,Finished Airing,1987,31 min.,PG-13 - Teens 13 or older,5.0,274,9046.0,8760,Toei Animation,"Psychological, Supernatural, Music, Horror, Mystery, Shoujo"
3844,Apache Yakyuugun,アパッチ野球軍,https://myanimelist.cdn-dena.com/images/anime/5/78281.jpg,TV,Manga,26,Finished Airing,"Oct 6, 1971 to Mar 29, 1972",25 min. per ep.,G - All Ages,6.07,52,7165.0,9958,Toei Animation,"Action, Sports, School"
31699,Good Morning!!! Doronjo,グッド・モーニング!!!ドロンジョ,https://myanimelist.cdn-dena.com/images/anime/2/76387.jpg,TV,Original,243,Finished Airing,"Mar 30, 2015 to Mar 25, 2016",1 min. per ep.,G - All Ages,5.7,23,10264.0,10937,Oddjob,"Comedy, Parody"
7593,Kiss x Sis (TV),キスシス,https://myanimelist.cdn-dena.com/images/anime/3/25518.jpg,TV,Manga,12,Finished Airing,"Apr 5, 2010 to Jun 21, 2010",24 min. per ep.,R+ - Mild Nudity,6.97,175745,3680.0,224,feel.,"Harem, Comedy, Romance, Ecchi, School, Seinen"
7411,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,彼女×彼女×彼女～三姉妹とのドキドキ共同生活～,https://myanimelist.cdn-dena.com/images/anime/2/17720.jpg,OVA,Visual novel,3,Finished Airing,"Dec 25, 2009 to May 20, 2011",29 min. per ep.,Rx - Hentai,7.53,10221,,2596,Studio Eromatick,"Harem, Hentai"
30450,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,ドクタースランプ ほよよ！アラレの秘密大公開だよ！！,https://myanimelist.cdn-dena.com/images/anime/13/72853.jpg,Special,Manga,1,Finished Airing,"Sep 15, 1999",24 min.,PG-13 - Teens 13 or older,6.03,98,7277.0,9732,Toei Animation,"Comedy, Sci-Fi, Shounen"
35139,Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,クレヨンしんちゃん×パンパカパンツ　イオンシネママナームービーコラボ,https://myanimelist.cdn-dena.com/images/anime/8/84745.jpg,ONA,Original,1,Finished Airing,"Mar 17, 2017",55 sec.,G - All Ages,5.36,47,9927.0,11317,"Shin-Ei Animation, DLE",Comedy
1388,Yakin Byoutou Ni,夜勤病棟・弐,https://myanimelist.cdn-dena.com/images/anime/10/44273.jpg,OVA,Visual novel,5,Finished Airing,"Jul 30, 2004 to Jan 27, 2006",30 min. per ep.,Rx - Hentai,6.3,1220,,5705,AT-2,Hentai
22,Tennis no Ouji-sama,テニスの王子様,https://myanimelist.cdn-dena.com/images/anime/6/21624.jpg,TV,Manga,178,Finished Airing,"Oct 10, 2001 to Mar 23, 2005",22 min. per ep.,PG-13 - Teens 13 or older,8.01,48149,550.0,806,Trans Arts,"Action, Comedy, Sports, School, Shounen"
1016,Gunnm,銃夢 GUNNM,https://myanimelist.cdn-dena.com/images/anime/11/41257.jpg,OVA,Manga,2,Finished Airing,"Jun 21, 1993 to Aug 21, 1993",30 min. per ep.,R+ - Mild Nudity,7.22,14625,2719.0,2150,Madhouse,"Drama, Mecha, Sci-Fi, Shounen"
2051,Akai Kiba: Blue Sonnet,紅い牙 ブルー・ソネット,https://myanimelist.cdn-dena.com/images/anime/7/41071.jpg,OVA,Manga,5,Finished Airing,"Jul 16, 1989 to Jun 25, 1990",29 min. per ep.,R+ - Mild Nudity,6.09,482,7102.0,7736,Tatsunoko Production,"Action, Drama, Sci-Fi, Shoujo, Super Power"
7155,Beat Shot!!,ビートショット!!,https://myanimelist.cdn-dena.com/images/anime/11/16823.jpg,OVA,Manga,1,Finished Airing,"May 25, 1989",27 min.,Rx - Hentai,5.55,95,8270.0,9795,Gainax,Sports
34943,T7S Longing for Summer Again and Again: Harukaze,t7s Longing for summer Again And Again ～ハルカゼ～,https://myanimelist.cdn-dena.com/images/anime/3/84343.jpg,Music,Game,1,Finished Airing,"Apr 19, 2017",10 min.,PG-13 - Teens 13 or older,6.47,82,5738.0,9408,Chiptune,"Music, School"
34430,Detective Conan Movie 21: The Crimson Love Letter,劇場版『名探偵コナン から紅の恋歌』,https://myanimelist.cdn-dena.com/images/anime/2/83919.jpg,Movie,Manga,1,Finished Airing,"Apr 15, 2017",1 hr. 51 min.,G - All Ages,7.89,3793,714.0,3781,TMS Entertainment,"Action, Mystery, Historical, Police, Drama, Romance"
31972,Tang Lang Bu Chan,螳螂捕蝉,https://myanimelist.cdn-dena.com/images/anime/4/76910.jpg,Movie,Other,1,Finished Airing,1988,5 min.,G - All Ages,5.75,109,7909.0,11021,Shanghai Animation Film Studio,Historical
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,旦那が何を言っているかわからない件,https://myanimelist.cdn-dena.com/images/anime/7/75287.jpg,TV,4-koma manga,13,Finished Airing,"Oct 3, 2014 to Dec 26, 2014",3 min. per ep.,PG-13 - Teens 13 or older,7.51,102220,1602.0,440,Seven,"Slice of Life, Comedy, Romance, Seinen"
2762,Igano Kabamaru,伊賀野カバ丸,https://myanimelist.cdn-dena.com/images/anime/9/62909.jpg,TV,Manga,24,Finished Airing,"Oct 20, 1983 to Mar 29, 1984",23 min. per ep.,PG-13 - Teens 13 or older,8.07,2651,465.0,4412,Group TAC,"Action, Adventure, Comedy, Romance, School, Shounen"
